,Disease,SVM,SSL,DNN
0,Anisakis,0,0,0
1,Anthrax,0,0,0
2,Ascaris,0,0,0
3,Babesiosis,0,0,0
4,Botulism,0,0,0
5,Brucellosis,0,0,0
6,Buruliulcer,0,0,0
7,Chagas disease,0,0,0
8,Chickenpox,1,0,0
9,Chlamydia Infection,1,0,1
10,Congo-Crimean HF,0,0,0
11,Coxsackie Infection,0,0,0
12,CreutzfeldtJakobDisease,0,0,0
13,Dracunculus,0,0,0
14,Echinococcus,0,0,0
15,Enterobiasis,0,0,0
16,Epstein Barr Virus,0,0,0
17,Equine encephalitis,0,0,0
18,Fasciola,0,0,0
19,Filariasis,1,0,0
20,Filovirus,0,0,0
21,Food-borne,1,0,1
22,Giardiasis,0,0,0
23,Gonococcal,0,0,1
24,HendraVirus,1,0,0
25,Hookworm,0,0,0
26,Hymenolepsis,0,0,0
27,Kaposis Sarcoma,0,0,0
28,Lassa Fever,0,0,0
29,Legionellosis,0,0,0
30,Leishmaniasis,0,0,0
31,Leptospirosis,0,0,0
32,Listeriosis,0,0,0
33,Lujo,0,0,0
34,Lymphogranuloma,0,0,0
35,Marburg Hemorrhagic Fever,0,0,0
36,Meningitis,0,1,0
37,NDM-1,0,0,0
38,NipahVirus,1,0,0
39,Norovirus,0,0,1
40,Onchocerciasis,0,0,0
41,Pertussis,0,0,0
42,Poliomyelitis,1,1,1
43,Q Fever,0,0,0
44,Rickettsiosis,0,0,1
45,Roseolo virus,0,0,0
46,Rotavirus,0,1,0
47,Rubella,0,1,1
48,Saxitoxin Poisoning,0,0,0
49,Scabies,0,0,0
50,SchmallenbergVirus,0,0,0
51,Shigellosis,0,0,0
52,Sleeping Sickness,0,0,0
53,Strongyloidiasis,0,0,0
54,Tetanus,1,0,0
55,Trachoma,0,0,0
56,Trichinella,1,0,1
57,Trichomoniasis,0,0,0
58,Trichuris,0,0,0
59,Tularemia,0,0,0
60,Visceral Leishmaniasis,0,0,0
61,West Nile Disease,0,0,1
62,Yaws,0,0,0
63,Yellow Fever,1,1,1
