,Disease,SVM,SSL,DNN
0,Anisakis,0,0,0
1,Ascaris,0,0,0
2,Buruliulcer,0,0,0
3,Chagas disease,0,0,0
4,Chickenpox,0,0,0
5,Chikungunya,0,0,0
6,Coccidioidomycosis,0,0,0
7,Congo-Crimean HF,0,0,0
8,CreutzfeldtJakobDisease,1,0,0
9,Dracunculus,0,0,0
10,Echinococcus,0,0,0
11,Enterobiasis,0,0,0
12,Epstein Barr Virus,0,0,0
13,Fasciola,0,0,0
14,Fasciolopsiasis,0,0,0
15,Filariasis,0,0,0
16,Giardiasis,0,0,0
17,HendraVirus,0,0,0
18,Hymenolepsis,0,0,0
19,Kaposis Sarcoma,0,0,0
20,Lassa Fever,0,0,0
21,Leishmaniasis,0,0,0
22,Leptospirosis,0,0,0
23,Listeriosis,0,0,0
24,Lujo,0,0,0
25,Meningitis,1,0,1
26,Mumps,1,0,0
27,NDM-1,0,0,0
28,NipahVirus,0,0,0
29,Onchocerciasis,0,0,0
30,Rabies,0,1,1
31,Rickettsiosis,0,0,0
32,Roseolo virus,0,0,0
33,Rubella,1,0,0
34,Saxitoxin Poisoning,0,0,0
35,Scabies,1,0,0
36,SchmallenbergVirus,0,0,0
37,Sleeping Sickness,0,0,0
38,Strongyloidiasis,0,0,0
39,Syphilis,0,1,1
40,Tetanus,0,0,0
41,Toxoplasma,0,0,0
42,Trachoma,0,0,0
43,Trichinella,0,0,0
44,Trichomoniasis,0,0,0
45,Trichuris,0,0,0
46,Tularemia,0,0,0
47,Visceral Leishmaniasis,0,0,0
48,Yaws,0,0,0
