,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
United States,19.0,215.0,29.0,1155.0,59.0,210.0,102.0,5.0,131.0,70.0,147.0,100.0,130.0,85.0,202.0,1428.0,14.0,33639.0,13.0,22.0,1681.0,497.0,214.0,93.0,38.0,1811.0,8.0,821.0,44.0,3.0,540.0,101.0,680.0,5.0,0.0,52.0,46.0,823.0,264.0,30.0,116.0,87.0,87.0,12.0,395.0,1183.0,1194.0,22.0,1171.0,481.0,96.0,4.0,3858.0,11.0,13.0,4.0,99.0,35.0,161.0,102.0,24.0,4.0,310.0,1.0,735.0,536.0,195.0,2258.0,133.0,38.0,1.0,23.0,96.0,181.0,157.0,96.0,244.0,897.0,568.0,8.0,324.0,765.0,59.0,29.0,291.0,167.0,480.0,806.0,681.0,25.0,44.0,79.0,2.0,110.0,60.0,730.0,63.0,1122.0,249.0,162.0,117.0,200.0,15.0,10.0,55.0,16.0,340.0,18.0,434.0,402.0,2.0,312.0,1.0,261.0,821.0
Spain,50.0,40.0,3.0,698.0,13.0,68.0,76.0,0.0,17.0,46.0,22.0,3.0,70.0,39.0,5.0,104.0,4.0,8238.0,0.0,3.0,44.0,71.0,115.0,97.0,5.0,340.0,18.0,41.0,23.0,0.0,60.0,5.0,82.0,1.0,0.0,2.0,1.0,67.0,35.0,4.0,47.0,52.0,34.0,0.0,54.0,155.0,277.0,25.0,372.0,84.0,2.0,0.0,481.0,0.0,7.0,0.0,19.0,27.0,42.0,29.0,12.0,8.0,13.0,3.0,94.0,121.0,4.0,380.0,70.0,5.0,1.0,0.0,9.0,33.0,4.0,0.0,54.0,76.0,90.0,3.0,126.0,13.0,8.0,0.0,79.0,10.0,19.0,204.0,112.0,1.0,78.0,7.0,0.0,48.0,5.0,172.0,9.0,203.0,47.0,50.0,10.0,54.0,2.0,28.0,10.0,1.0,130.0,2.0,32.0,73.0,2.0,48.0,0.0,20.0,86.0
Cabo Verde,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Russian Federation,38.0,36.0,0.0,219.0,1.0,16.0,22.0,0.0,4.0,3.0,41.0,5.0,4.0,21.0,0.0,113.0,4.0,4714.0,31.0,1.0,149.0,22.0,28.0,99.0,4.0,182.0,51.0,95.0,28.0,8.0,8.0,2.0,68.0,0.0,0.0,1.0,1.0,216.0,9.0,2.0,4.0,21.0,7.0,0.0,68.0,88.0,38.0,1.0,20.0,8.0,2.0,0.0,1436.0,0.0,0.0,1.0,8.0,1.0,33.0,11.0,2.0,1.0,32.0,0.0,52.0,34.0,2.0,408.0,45.0,4.0,0.0,0.0,38.0,8.0,1.0,58.0,15.0,158.0,76.0,2.0,168.0,28.0,4.0,0.0,104.0,79.0,464.0,46.0,24.0,0.0,13.0,5.0,0.0,2.0,1.0,44.0,2.0,71.0,162.0,19.0,22.0,15.0,0.0,51.0,2.0,0.0,155.0,5.0,46.0,28.0,1.0,13.0,0.0,104.0,32.0
China,2.0,60.0,2.0,616.0,4.0,15.0,17.0,0.0,16.0,5.0,10.0,5.0,16.0,28.0,7.0,191.0,0.0,6091.0,8.0,8.0,236.0,53.0,50.0,68.0,0.0,701.0,70.0,237.0,33.0,0.0,19.0,2.0,342.0,1.0,2.0,8.0,4.0,251.0,24.0,3.0,5.0,13.0,47.0,11.0,48.0,245.0,144.0,85.0,152.0,25.0,8.0,0.0,625.0,45.0,16.0,5.0,7.0,4.0,24.0,38.0,3.0,0.0,17.0,0.0,549.0,203.0,34.0,603.0,38.0,14.0,11.0,1.0,19.0,1396.0,5.0,13.0,67.0,4573.0,78.0,7.0,23.0,72.0,15.0,1.0,31.0,17.0,526.0,77.0,106.0,2.0,10.0,30.0,0.0,27.0,3.0,84.0,1.0,220.0,53.0,123.0,26.0,18.0,3.0,4.0,0.0,3.0,127.0,0.0,80.0,162.0,1.0,2.0,1.0,27.0,134.0
El Salvador,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,3.0,0.0,1.0,0.0,276.0,0.0,0.0,176.0,2.0,26.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,38.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,1.0,1.0,8.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,46.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,27.0
Canada,1.0,7.0,0.0,114.0,1.0,11.0,2.0,0.0,30.0,2.0,6.0,3.0,11.0,11.0,6.0,243.0,0.0,4548.0,2.0,19.0,137.0,27.0,8.0,11.0,1.0,175.0,2.0,49.0,8.0,0.0,15.0,3.0,52.0,1.0,0.0,1.0,0.0,37.0,22.0,2.0,8.0,2.0,6.0,0.0,27.0,60.0,85.0,1.0,55.0,43.0,0.0,0.0,304.0,0.0,0.0,0.0,19.0,2.0,8.0,29.0,5.0,0.0,26.0,1.0,51.0,35.0,3.0,114.0,8.0,5.0,0.0,1.0,4.0,22.0,4.0,4.0,11.0,33.0,40.0,0.0,58.0,59.0,2.0,6.0,10.0,5.0,46.0,50.0,95.0,1.0,2.0,4.0,0.0,10.0,8.0,63.0,1.0,120.0,18.0,64.0,12.0,5.0,0.0,3.0,4.0,0.0,39.0,0.0,24.0,15.0,1.0,16.0,0.0,7.0,36.0
Italy,17.0,11.0,1.0,911.0,7.0,55.0,107.0,2.0,9.0,10.0,11.0,54.0,14.0,14.0,4.0,195.0,0.0,21372.0,0.0,0.0,57.0,78.0,34.0,95.0,1.0,307.0,16.0,58.0,6.0,0.0,59.0,9.0,244.0,4.0,0.0,9.0,3.0,61.0,29.0,3.0,30.0,42.0,3.0,0.0,23.0,342.0,636.0,9.0,400.0,354.0,3.0,0.0,405.0,10.0,0.0,1.0,153.0,23.0,79.0,9.0,2.0,1.0,9.0,0.0,78.0,165.0,14.0,674.0,139.0,16.0,1.0,0.0,14.0,59.0,23.0,59.0,106.0,137.0,130.0,2.0,27.0,349.0,7.0,1.0,32.0,213.0,904.0,265.0,114.0,3.0,71.0,16.0,0.0,10.0,10.0,116.0,11.0,189.0,75.0,19.0,104.0,17.0,0.0,109.0,0.0,7.0,84.0,1.0,42.0,68.0,1.0,22.0,0.0,32.0,86.0
Japan,7.0,41.0,1.0,334.0,1.0,3.0,3.0,2.0,6.0,2.0,48.0,5.0,5.0,9.0,1.0,45.0,8.0,1607.0,0.0,2.0,43.0,47.0,35.0,13.0,0.0,112.0,3.0,50.0,99.0,0.0,3.0,1.0,42.0,1.0,0.0,9.0,6.0,82.0,14.0,1.0,4.0,4.0,0.0,0.0,4.0,60.0,64.0,16.0,51.0,26.0,1.0,0.0,147.0,27.0,0.0,49.0,2.0,0.0,15.0,2.0,0.0,1.0,5.0,0.0,56.0,34.0,14.0,124.0,8.0,1.0,1.0,0.0,8.0,26.0,11.0,0.0,9.0,145.0,19.0,2.0,3.0,15.0,2.0,0.0,11.0,29.0,37.0,26.0,11.0,7.0,2.0,7.0,0.0,5.0,1.0,29.0,11.0,61.0,43.0,2.0,14.0,6.0,0.0,0.0,0.0,0.0,23.0,0.0,5.0,14.0,0.0,3.0,0.0,18.0,34.0
Portugal,4.0,0.0,0.0,221.0,1.0,9.0,6.0,0.0,2.0,1.0,4.0,8.0,12.0,1.0,1.0,111.0,0.0,3328.0,0.0,0.0,16.0,5.0,20.0,3.0,0.0,42.0,0.0,4.0,1.0,0.0,11.0,2.0,53.0,1.0,0.0,1.0,0.0,9.0,2.0,0.0,1.0,14.0,0.0,0.0,1.0,41.0,46.0,2.0,12.0,1.0,1.0,0.0,85.0,0.0,0.0,0.0,39.0,3.0,18.0,1.0,0.0,0.0,0.0,0.0,13.0,30.0,0.0,115.0,13.0,1.0,1.0,0.0,4.0,3.0,1.0,1.0,19.0,14.0,18.0,1.0,21.0,0.0,5.0,0.0,6.0,4.0,20.0,40.0,6.0,0.0,0.0,1.0,0.0,0.0,4.0,20.0,1.0,74.0,21.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,51.0,0.0,7.0,11.0,0.0,7.0,0.0,15.0,34.0
