,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Spain,78.0,7.0,1.0,11.0,3.0,59.0,109.0,0.0,9.0,41.0,14.0,115.0,90.0,40.0,6.0,76.0,5.0,4.0,1.0,0.0,31.0,29.0,124.0,45.0,0.0,163.0,7.0,38.0,6.0,0.0,3.0,1.0,253.0,6.0,0.0,1.0,2.0,330.0,34.0,0.0,63.0,33.0,2.0,0.0,46.0,120.0,402.0,0.0,113.0,13.0,0.0,0.0,68.0,0.0,0.0,2.0,45.0,19.0,30.0,9.0,210.0,0.0,15.0,1.0,4.0,104.0,3.0,488.0,171.0,45.0,0.0,0.0,9.0,26.0,2.0,5.0,4.0,31.0,25.0,4.0,78.0,8.0,19.0,0.0,29.0,16.0,8.0,281.0,134.0,1.0,25.0,3.0,0.0,15.0,5.0,31.0,0.0,43.0,106.0,48.0,7.0,35.0,0.0,52.0,11.0,0.0,201.0,41.0,27.0,27.0,2.0,11.0,0.0,15.0,163.0
Italy,40.0,13.0,2.0,52.0,13.0,32.0,44.0,1.0,7.0,23.0,93.0,159.0,24.0,10.0,2.0,97.0,1.0,23.0,0.0,5.0,27.0,45.0,190.0,50.0,0.0,249.0,15.0,40.0,32.0,0.0,7.0,13.0,772.0,1.0,0.0,24.0,0.0,158.0,42.0,2.0,9.0,96.0,1.0,0.0,73.0,311.0,440.0,5.0,186.0,85.0,0.0,0.0,140.0,2.0,1.0,1.0,231.0,26.0,155.0,27.0,5.0,0.0,31.0,2.0,13.0,134.0,6.0,1117.0,576.0,22.0,1.0,0.0,43.0,130.0,3.0,100.0,94.0,36.0,177.0,9.0,26.0,14.0,28.0,0.0,50.0,356.0,5.0,219.0,130.0,20.0,207.0,8.0,5.0,11.0,3.0,33.0,0.0,37.0,57.0,44.0,204.0,47.0,0.0,7.0,3.0,2.0,194.0,1.0,34.0,61.0,1.0,147.0,0.0,57.0,220.0
Egypt,1.0,0.0,0.0,101.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,5.0,22.0,0.0,2.0,0.0,0.0,1.0,1.0,27.0,184.0,0.0,36.0,0.0,146.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,6.0,0.0,146.0,1.0,2.0,1.0,3.0,0.0,0.0,6.0,17.0,104.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0.0,35.0,1.0,2.0,0.0,0.0,1.0,24.0,3.0,3.0,1.0,0.0,65.0,7.0,20.0,0.0,0.0,0.0,3.0,10.0,0.0,40.0,6.0,0.0,0.0,15.0,0.0,6.0,0.0,1.0,0.0,16.0,7.0,1.0,0.0,0.0,13.0,3.0,0.0,0.0,35.0,0.0,7.0,78.0,2.0,2.0,0.0,9.0,4.0
United States,11.0,100.0,19.0,138.0,70.0,203.0,89.0,5.0,69.0,112.0,386.0,172.0,191.0,123.0,78.0,2588.0,1.0,104.0,83.0,21.0,1184.0,582.0,320.0,138.0,47.0,1855.0,15.0,1099.0,132.0,0.0,303.0,233.0,1149.0,9.0,0.0,30.0,48.0,746.0,258.0,28.0,113.0,103.0,65.0,4.0,1008.0,2119.0,2091.0,22.0,1293.0,448.0,70.0,1.0,2425.0,19.0,8.0,16.0,354.0,22.0,154.0,29.0,14.0,0.0,466.0,2.0,173.0,533.0,40.0,4708.0,194.0,215.0,3.0,10.0,121.0,125.0,25.0,193.0,180.0,222.0,369.0,12.0,455.0,830.0,50.0,11.0,178.0,427.0,112.0,1403.0,780.0,42.0,57.0,34.0,0.0,146.0,72.0,304.0,2.0,485.0,218.0,156.0,201.0,258.0,11.0,30.0,61.0,8.0,590.0,7.0,446.0,315.0,0.0,282.0,2.0,270.0,1312.0
Latvia,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,1.0,3.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,3.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Mauritania,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Peru,7.0,4.0,0.0,0.0,1.0,2.0,12.0,0.0,3.0,7.0,21.0,15.0,3.0,4.0,1.0,8.0,0.0,1.0,0.0,0.0,2.0,6.0,61.0,8.0,0.0,11.0,0.0,5.0,0.0,0.0,2.0,3.0,18.0,2.0,0.0,0.0,0.0,16.0,4.0,0.0,3.0,5.0,7.0,0.0,11.0,32.0,9.0,0.0,10.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,12.0,7.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,104.0,3.0,6.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,17.0,61.0,0.0,25.0,0.0,2.0,0.0,11.0,22.0,0.0,19.0,4.0,0.0,4.0,0.0,0.0,2.0,0.0,5.0,0.0,3.0,10.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,45.0,1.0,4.0,3.0,0.0,4.0,0.0,13.0,101.0
Croatia,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0
Ghana,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,8.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,6.0,2.0,42.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,16.0,2.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,26.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,12.0,0.0,3.0,0.0,1.0,0.0,6.0,5.0,0.0,13.0,3.0,0.0,1.0,7.0,0.0,2.0,5.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,19.0,9.0,0.0,0.0,3.0,16.0,2.0
Japan,7.0,4.0,0.0,25.0,2.0,24.0,1.0,5.0,17.0,6.0,2.0,4.0,3.0,17.0,2.0,100.0,0.0,5.0,0.0,0.0,113.0,7.0,27.0,14.0,0.0,110.0,2.0,33.0,38.0,0.0,6.0,0.0,76.0,0.0,0.0,5.0,77.0,180.0,5.0,3.0,4.0,9.0,1.0,0.0,12.0,32.0,37.0,2.0,33.0,10.0,0.0,0.0,149.0,12.0,3.0,48.0,1.0,0.0,167.0,0.0,1.0,0.0,3.0,0.0,8.0,58.0,27.0,247.0,15.0,1.0,0.0,0.0,2.0,18.0,0.0,6.0,22.0,21.0,10.0,0.0,26.0,4.0,0.0,1.0,4.0,85.0,18.0,57.0,19.0,1.0,0.0,1.0,0.0,1.0,12.0,6.0,0.0,59.0,15.0,32.0,2.0,4.0,1.0,0.0,2.0,0.0,42.0,2.0,9.0,3.0,0.0,2.0,0.0,7.0,58.0
