,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
China,2.0,38.0,3.0,995.0,3.0,18.0,27.0,0.0,41.0,8.0,28.0,13.0,8.0,43.0,9.0,750.0,0.0,5949.0,1.0,2.0,523.0,48.0,83.0,110.0,0.0,1614.0,105.0,403.0,42.0,0.0,20.0,14.0,149.0,0.0,0.0,5.0,0.0,155.0,40.0,6.0,12.0,15.0,32.0,55.0,86.0,347.0,199.0,44.0,373.0,26.0,3.0,0.0,1571.0,36.0,7.0,6.0,11.0,0.0,18.0,8.0,0.0,5.0,14.0,0.0,1095.0,206.0,119.0,859.0,23.0,11.0,2.0,5.0,13.0,1498.0,10.0,8.0,77.0,3213.0,82.0,2.0,46.0,89.0,15.0,4.0,30.0,38.0,1337.0,100.0,52.0,2.0,2.0,9.0,0.0,16.0,2.0,160.0,1.0,394.0,33.0,11.0,32.0,24.0,0.0,4.0,0.0,1.0,164.0,0.0,61.0,215.0,1.0,15.0,55.0,41.0,200.0
Viet Nam,2.0,1.0,3.0,79.0,0.0,18.0,0.0,0.0,2.0,0.0,6.0,14.0,3.0,1.0,0.0,50.0,0.0,1219.0,0.0,1.0,22.0,6.0,22.0,2.0,3.0,42.0,0.0,20.0,0.0,0.0,0.0,1.0,8.0,0.0,2.0,0.0,0.0,11.0,6.0,0.0,0.0,2.0,2.0,0.0,1.0,32.0,93.0,1.0,9.0,3.0,0.0,0.0,84.0,3.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,21.0,29.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,3.0,594.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,50.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,8.0,3.0,0.0,1.0,1.0,4.0,14.0
Italy,16.0,1.0,2.0,82.0,17.0,65.0,132.0,0.0,15.0,16.0,24.0,42.0,4.0,41.0,2.0,220.0,0.0,25938.0,1.0,2.0,95.0,110.0,71.0,114.0,2.0,555.0,4.0,103.0,15.0,0.0,19.0,1.0,552.0,1.0,0.0,17.0,0.0,53.0,52.0,5.0,8.0,27.0,4.0,1.0,25.0,214.0,394.0,2.0,556.0,437.0,0.0,1.0,404.0,1.0,1.0,0.0,124.0,22.0,83.0,10.0,6.0,2.0,30.0,0.0,152.0,268.0,3.0,661.0,78.0,8.0,0.0,0.0,8.0,77.0,4.0,17.0,80.0,118.0,119.0,3.0,53.0,71.0,16.0,0.0,96.0,186.0,1342.0,113.0,82.0,0.0,37.0,4.0,1.0,11.0,7.0,177.0,2.0,217.0,35.0,18.0,41.0,18.0,0.0,12.0,0.0,2.0,98.0,6.0,93.0,65.0,0.0,58.0,0.0,23.0,163.0
United Kingdom,1.0,16.0,2.0,283.0,10.0,48.0,8.0,1.0,154.0,16.0,32.0,33.0,36.0,62.0,15.0,797.0,1.0,19132.0,1.0,38.0,549.0,83.0,79.0,119.0,3.0,952.0,11.0,477.0,21.0,0.0,88.0,14.0,308.0,1.0,0.0,8.0,5.0,455.0,42.0,9.0,88.0,20.0,18.0,2.0,191.0,473.0,371.0,17.0,172.0,70.0,9.0,0.0,3172.0,9.0,1.0,2.0,31.0,16.0,99.0,30.0,7.0,7.0,59.0,1.0,451.0,407.0,18.0,798.0,89.0,46.0,0.0,2.0,106.0,115.0,20.0,18.0,54.0,155.0,227.0,4.0,65.0,262.0,4.0,4.0,90.0,45.0,411.0,177.0,429.0,1.0,27.0,29.0,0.0,25.0,19.0,306.0,2.0,495.0,47.0,141.0,30.0,31.0,4.0,19.0,2.0,2.0,282.0,4.0,366.0,60.0,8.0,17.0,0.0,116.0,311.0
Argentina,3.0,1.0,0.0,16.0,3.0,6.0,79.0,0.0,2.0,29.0,6.0,13.0,2.0,10.0,0.0,22.0,0.0,2929.0,0.0,4.0,40.0,20.0,180.0,19.0,0.0,94.0,10.0,26.0,6.0,0.0,2.0,1.0,17.0,0.0,0.0,1.0,0.0,16.0,5.0,0.0,1.0,3.0,48.0,0.0,71.0,77.0,37.0,7.0,18.0,1.0,2.0,0.0,56.0,0.0,0.0,0.0,2.0,2.0,384.0,4.0,0.0,1.0,0.0,0.0,25.0,14.0,0.0,92.0,2.0,0.0,0.0,0.0,6.0,1.0,5.0,17.0,7.0,173.0,16.0,0.0,64.0,11.0,1.0,0.0,15.0,21.0,28.0,74.0,6.0,0.0,7.0,10.0,0.0,1.0,1.0,16.0,1.0,65.0,15.0,24.0,5.0,10.0,0.0,38.0,4.0,0.0,38.0,0.0,12.0,13.0,0.0,2.0,0.0,30.0,87.0
Spain,37.0,4.0,2.0,45.0,14.0,71.0,146.0,1.0,10.0,20.0,31.0,19.0,12.0,82.0,2.0,146.0,5.0,12234.0,6.0,4.0,86.0,45.0,53.0,228.0,2.0,575.0,6.0,58.0,5.0,0.0,15.0,13.0,129.0,2.0,0.0,8.0,2.0,100.0,15.0,14.0,14.0,34.0,16.0,1.0,81.0,123.0,334.0,11.0,336.0,20.0,2.0,0.0,243.0,0.0,0.0,2.0,22.0,16.0,133.0,19.0,8.0,13.0,12.0,1.0,151.0,86.0,5.0,346.0,87.0,3.0,0.0,0.0,2.0,24.0,13.0,0.0,17.0,77.0,51.0,10.0,52.0,26.0,21.0,0.0,36.0,21.0,86.0,219.0,78.0,1.0,39.0,3.0,0.0,6.0,1.0,102.0,8.0,138.0,47.0,32.0,18.0,21.0,1.0,20.0,6.0,1.0,181.0,2.0,29.0,24.0,3.0,143.0,0.0,32.0,167.0
Indonesia,1.0,7.0,3.0,27.0,1.0,32.0,5.0,1.0,3.0,1.0,5.0,50.0,2.0,9.0,2.0,89.0,0.0,3000.0,0.0,0.0,66.0,9.0,157.0,6.0,0.0,116.0,5.0,55.0,1.0,0.0,1.0,4.0,42.0,3.0,0.0,10.0,1.0,18.0,3.0,0.0,4.0,7.0,2.0,3.0,21.0,81.0,60.0,1.0,49.0,14.0,3.0,0.0,309.0,0.0,0.0,0.0,1.0,2.0,23.0,10.0,0.0,0.0,3.0,0.0,52.0,88.0,1.0,177.0,6.0,4.0,0.0,1.0,4.0,12.0,23.0,2.0,11.0,75.0,21.0,1.0,19.0,10.0,7.0,0.0,19.0,3.0,79.0,42.0,19.0,0.0,4.0,5.0,0.0,0.0,4.0,11.0,22.0,88.0,10.0,0.0,12.0,21.0,1.0,2.0,5.0,2.0,78.0,0.0,26.0,5.0,2.0,1.0,1.0,43.0,159.0
Japan,6.0,6.0,2.0,128.0,5.0,4.0,2.0,1.0,14.0,1.0,2.0,1.0,8.0,7.0,2.0,133.0,0.0,3881.0,0.0,0.0,76.0,33.0,43.0,6.0,0.0,88.0,0.0,90.0,85.0,0.0,14.0,0.0,82.0,2.0,0.0,7.0,0.0,115.0,9.0,1.0,5.0,8.0,1.0,0.0,7.0,36.0,105.0,21.0,67.0,19.0,2.0,0.0,391.0,8.0,3.0,21.0,5.0,0.0,19.0,3.0,0.0,0.0,11.0,0.0,39.0,27.0,1.0,155.0,11.0,2.0,1.0,0.0,16.0,35.0,10.0,4.0,18.0,194.0,26.0,0.0,6.0,24.0,7.0,2.0,13.0,21.0,90.0,27.0,10.0,1.0,3.0,6.0,0.0,4.0,4.0,11.0,5.0,137.0,11.0,6.0,15.0,4.0,0.0,1.0,1.0,0.0,33.0,0.0,18.0,21.0,1.0,3.0,0.0,5.0,237.0
Malaysia,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0,142.0,7.0,995.0,0.0,0.0,20.0,1.0,20.0,0.0,0.0,41.0,0.0,32.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,2.0,0.0,13.0,6.0,0.0,0.0,0.0,2.0,5.0,3.0,17.0,22.0,0.0,0.0,0.0,5.0,0.0,50.0,0.0,0.0,9.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,150.0,13.0,1.0,13.0,3.0,0.0,0.0,20.0,0.0,78.0,12.0,1.0,6.0,76.0,9.0,0.0,14.0,5.0,0.0,0.0,2.0,0.0,39.0,3.0,31.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,10.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,6.0,4.0,0.0,2.0,0.0,2.0,24.0
United States,7.0,139.0,27.0,247.0,94.0,153.0,91.0,4.0,190.0,98.0,145.0,146.0,182.0,131.0,60.0,2937.0,1.0,35786.0,24.0,17.0,2455.0,431.0,318.0,104.0,15.0,3652.0,49.0,831.0,89.0,0.0,114.0,124.0,720.0,1.0,1.0,47.0,48.0,573.0,225.0,55.0,102.0,119.0,109.0,4.0,381.0,970.0,1237.0,27.0,946.0,367.0,69.0,2.0,5459.0,8.0,10.0,13.0,122.0,21.0,209.0,72.0,20.0,11.0,418.0,1.0,1396.0,704.0,97.0,2206.0,146.0,34.0,1.0,11.0,162.0,138.0,82.0,88.0,246.0,879.0,695.0,5.0,358.0,754.0,54.0,21.0,225.0,113.0,805.0,997.0,769.0,16.0,55.0,50.0,3.0,64.0,57.0,810.0,27.0,1211.0,373.0,111.0,182.0,139.0,9.0,16.0,28.0,17.0,538.0,17.0,380.0,302.0,5.0,318.0,2.0,419.0,1494.0
