,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Italy,21.0,9.0,2.0,1095.0,9.0,61.0,176.0,1.0,40.0,26.0,15.0,51.0,19.0,15.0,4.0,300.0,0.0,27579.0,0.0,2.0,63.0,79.0,39.0,125.0,1.0,305.0,21.0,78.0,14.0,0.0,91.0,3.0,250.0,3.0,0.0,14.0,2.0,84.0,68.0,5.0,34.0,71.0,2.0,0.0,41.0,390.0,710.0,14.0,442.0,362.0,2.0,0.0,556.0,2.0,0.0,1.0,167.0,23.0,106.0,7.0,3.0,1.0,23.0,0.0,84.0,148.0,15.0,1029.0,248.0,13.0,1.0,0.0,21.0,70.0,16.0,62.0,143.0,157.0,172.0,2.0,46.0,344.0,14.0,2.0,88.0,290.0,962.0,380.0,231.0,1.0,58.0,18.0,0.0,12.0,10.0,123.0,1.0,345.0,110.0,20.0,86.0,24.0,0.0,94.0,0.0,10.0,83.0,1.0,58.0,110.0,1.0,22.0,0.0,22.0,116.0
Brazil,2.0,1.0,10.0,93.0,14.0,104.0,54.0,2.0,10.0,79.0,27.0,409.0,6.0,37.0,3.0,129.0,0.0,7575.0,8.0,32.0,39.0,75.0,1106.0,35.0,0.0,91.0,2.0,42.0,1.0,0.0,35.0,6.0,168.0,2.0,0.0,44.0,0.0,131.0,8.0,18.0,8.0,155.0,0.0,0.0,46.0,340.0,118.0,9.0,159.0,25.0,12.0,2.0,975.0,13.0,0.0,1.0,1.0,100.0,542.0,76.0,1.0,0.0,10.0,1.0,43.0,254.0,23.0,1160.0,61.0,0.0,0.0,0.0,7.0,52.0,32.0,2.0,17.0,63.0,277.0,1.0,242.0,16.0,31.0,0.0,124.0,82.0,49.0,207.0,100.0,1.0,33.0,98.0,1.0,9.0,8.0,39.0,8.0,1517.0,131.0,67.0,45.0,83.0,5.0,1.0,7.0,3.0,122.0,0.0,54.0,84.0,6.0,7.0,0.0,283.0,1089.0
Mexico,1.0,3.0,4.0,163.0,8.0,10.0,30.0,0.0,49.0,33.0,23.0,16.0,8.0,52.0,5.0,67.0,0.0,3272.0,0.0,0.0,27.0,17.0,131.0,23.0,1.0,68.0,0.0,22.0,8.0,1.0,6.0,5.0,36.0,0.0,0.0,3.0,2.0,62.0,6.0,1.0,6.0,19.0,2.0,0.0,26.0,106.0,112.0,3.0,74.0,4.0,3.0,0.0,124.0,0.0,0.0,0.0,0.0,2.0,41.0,6.0,0.0,3.0,3.0,0.0,19.0,45.0,0.0,165.0,2.0,3.0,0.0,0.0,12.0,3.0,13.0,7.0,4.0,40.0,11.0,0.0,57.0,14.0,43.0,0.0,67.0,17.0,22.0,129.0,58.0,2.0,13.0,2.0,0.0,16.0,3.0,44.0,7.0,125.0,36.0,3.0,6.0,9.0,1.0,5.0,7.0,2.0,34.0,1.0,39.0,12.0,0.0,1.0,0.0,7.0,133.0
Costa Rica,3.0,0.0,4.0,4.0,1.0,10.0,3.0,0.0,1.0,3.0,3.0,2.0,1.0,5.0,0.0,10.0,0.0,819.0,7.0,0.0,0.0,1.0,25.0,5.0,0.0,4.0,0.0,6.0,1.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,9.0,22.0,22.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,40.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,3.0,4.0,1.0,0.0,10.0,10.0,1.0,8.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,17.0,5.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,19.0
Norway,2.0,2.0,5.0,124.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0,5.0,1.0,2.0,0.0,556.0,2.0,0.0,5.0,3.0,7.0,6.0,0.0,20.0,10.0,17.0,1.0,0.0,12.0,2.0,17.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,4.0,1.0,1.0,0.0,25.0,19.0,25.0,1.0,14.0,0.0,0.0,1.0,111.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,6.0,0.0,0.0,1.0,11.0,19.0,0.0,37.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,10.0,7.0,4.0,0.0,2.0,110.0,1.0,0.0,3.0,0.0,7.0,8.0,46.0,0.0,2.0,1.0,0.0,7.0,1.0,3.0,0.0,20.0,12.0,0.0,10.0,16.0,0.0,1.0,1.0,0.0,18.0,0.0,5.0,10.0,0.0,0.0,0.0,2.0,30.0
Spain,41.0,2.0,3.0,966.0,16.0,133.0,93.0,0.0,37.0,61.0,46.0,15.0,79.0,60.0,4.0,209.0,4.0,10677.0,2.0,3.0,95.0,80.0,134.0,156.0,2.0,423.0,43.0,70.0,32.0,0.0,76.0,12.0,135.0,2.0,0.0,2.0,3.0,179.0,64.0,3.0,54.0,106.0,39.0,0.0,293.0,236.0,401.0,58.0,496.0,100.0,1.0,0.0,739.0,0.0,0.0,2.0,45.0,24.0,57.0,33.0,15.0,8.0,17.0,1.0,136.0,149.0,5.0,448.0,114.0,4.0,1.0,0.0,6.0,38.0,4.0,5.0,54.0,93.0,104.0,21.0,153.0,27.0,6.0,1.0,92.0,14.0,51.0,318.0,203.0,1.0,122.0,10.0,0.0,59.0,4.0,161.0,11.0,239.0,82.0,43.0,14.0,53.0,0.0,25.0,8.0,0.0,228.0,11.0,47.0,131.0,1.0,29.0,0.0,34.0,119.0
Russian Federation,37.0,136.0,0.0,348.0,5.0,36.0,96.0,0.0,4.0,4.0,66.0,15.0,6.0,77.0,3.0,125.0,13.0,6690.0,28.0,3.0,315.0,26.0,33.0,359.0,6.0,343.0,75.0,97.0,31.0,24.0,9.0,8.0,85.0,0.0,0.0,2.0,8.0,259.0,10.0,0.0,7.0,14.0,83.0,1.0,74.0,78.0,46.0,10.0,25.0,10.0,2.0,0.0,1453.0,2.0,0.0,2.0,9.0,2.0,46.0,66.0,2.0,1.0,107.0,0.0,57.0,56.0,5.0,476.0,31.0,16.0,0.0,0.0,28.0,11.0,2.0,62.0,23.0,173.0,187.0,9.0,230.0,42.0,23.0,0.0,130.0,98.0,392.0,61.0,37.0,1.0,19.0,5.0,0.0,8.0,4.0,66.0,2.0,50.0,185.0,16.0,20.0,30.0,0.0,69.0,4.0,0.0,227.0,25.0,130.0,55.0,1.0,17.0,0.0,115.0,51.0
Guatemala,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,8.0,0.0,173.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,2.0,0.0,4.0,1.0,2.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,8.0
Albania,1.0,21.0,0.0,253.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,279.0,0.0,1803.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,35.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,42.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,51.0
Japan,8.0,39.0,2.0,407.0,0.0,4.0,3.0,0.0,8.0,1.0,55.0,12.0,3.0,10.0,2.0,41.0,0.0,1920.0,2.0,2.0,61.0,57.0,32.0,14.0,0.0,105.0,1.0,50.0,103.0,0.0,8.0,1.0,71.0,1.0,0.0,10.0,16.0,114.0,10.0,1.0,8.0,9.0,2.0,0.0,17.0,98.0,75.0,15.0,55.0,26.0,1.0,0.0,224.0,38.0,0.0,66.0,3.0,1.0,21.0,3.0,0.0,1.0,4.0,0.0,60.0,29.0,14.0,133.0,6.0,1.0,0.0,0.0,11.0,29.0,7.0,3.0,13.0,143.0,19.0,3.0,3.0,19.0,1.0,2.0,22.0,29.0,53.0,23.0,10.0,2.0,2.0,6.0,0.0,5.0,0.0,35.0,3.0,83.0,50.0,2.0,16.0,27.0,0.0,0.0,1.0,0.0,32.0,0.0,4.0,24.0,0.0,4.0,0.0,20.0,43.0
