,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Italy,20.0,13.0,2.0,1087.0,8.0,59.0,171.0,1.0,40.0,26.0,15.0,51.0,19.0,15.0,4.0,295.0,0.0,27666.0,0.0,2.0,63.0,103.0,37.0,125.0,1.0,302.0,20.0,77.0,14.0,0.0,89.0,3.0,244.0,2.0,0.0,13.0,2.0,83.0,68.0,5.0,34.0,70.0,2.0,0.0,41.0,389.0,708.0,14.0,475.0,397.0,2.0,0.0,555.0,2.0,0.0,1.0,167.0,22.0,104.0,7.0,3.0,1.0,21.0,0.0,85.0,151.0,13.0,1026.0,236.0,13.0,1.0,0.0,21.0,63.0,16.0,62.0,144.0,157.0,172.0,1.0,46.0,364.0,12.0,2.0,87.0,286.0,978.0,380.0,227.0,1.0,58.0,18.0,0.0,11.0,10.0,123.0,1.0,342.0,110.0,20.0,90.0,24.0,0.0,94.0,0.0,10.0,85.0,1.0,58.0,107.0,1.0,21.0,0.0,22.0,111.0
Brazil,2.0,1.0,10.0,89.0,14.0,100.0,52.0,2.0,10.0,79.0,28.0,399.0,6.0,37.0,5.0,130.0,0.0,7567.0,8.0,32.0,39.0,72.0,1057.0,37.0,0.0,88.0,2.0,43.0,1.0,0.0,34.0,6.0,171.0,2.0,0.0,45.0,0.0,133.0,8.0,18.0,6.0,156.0,0.0,0.0,46.0,343.0,115.0,9.0,159.0,25.0,12.0,2.0,975.0,13.0,0.0,1.0,1.0,98.0,535.0,76.0,1.0,0.0,10.0,1.0,43.0,272.0,23.0,1115.0,62.0,0.0,0.0,0.0,7.0,58.0,32.0,2.0,17.0,60.0,267.0,1.0,238.0,17.0,32.0,0.0,130.0,82.0,48.0,206.0,100.0,1.0,33.0,91.0,1.0,9.0,8.0,39.0,8.0,1510.0,129.0,64.0,45.0,82.0,5.0,1.0,7.0,3.0,119.0,0.0,54.0,79.0,6.0,6.0,0.0,284.0,1070.0
Mexico,1.0,3.0,4.0,135.0,8.0,10.0,30.0,0.0,49.0,34.0,23.0,17.0,7.0,52.0,5.0,64.0,0.0,3266.0,0.0,0.0,27.0,15.0,139.0,23.0,1.0,68.0,0.0,23.0,8.0,1.0,6.0,5.0,37.0,0.0,0.0,3.0,2.0,60.0,6.0,1.0,6.0,18.0,2.0,0.0,19.0,105.0,114.0,3.0,76.0,5.0,3.0,0.0,124.0,0.0,0.0,0.0,0.0,2.0,39.0,6.0,0.0,3.0,3.0,0.0,19.0,48.0,0.0,166.0,3.0,3.0,0.0,0.0,12.0,3.0,13.0,6.0,4.0,40.0,12.0,0.0,57.0,16.0,43.0,0.0,66.0,16.0,18.0,129.0,62.0,2.0,12.0,2.0,0.0,15.0,3.0,45.0,7.0,122.0,35.0,3.0,3.0,10.0,1.0,5.0,7.0,2.0,34.0,1.0,37.0,12.0,0.0,1.0,0.0,8.0,135.0
Costa Rica,3.0,0.0,4.0,4.0,1.0,10.0,3.0,0.0,1.0,3.0,3.0,2.0,1.0,5.0,0.0,10.0,0.0,839.0,6.0,0.0,0.0,1.0,23.0,6.0,0.0,4.0,0.0,6.0,2.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,7.0,21.0,21.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,40.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,3.0,4.0,1.0,0.0,10.0,10.0,1.0,7.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,17.0,5.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,19.0
Norway,2.0,2.0,5.0,122.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0,6.0,1.0,1.0,0.0,558.0,2.0,0.0,5.0,3.0,7.0,6.0,0.0,19.0,10.0,17.0,1.0,0.0,12.0,2.0,17.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,4.0,1.0,1.0,0.0,24.0,18.0,23.0,1.0,14.0,0.0,0.0,1.0,110.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,6.0,0.0,0.0,1.0,11.0,19.0,0.0,38.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,10.0,7.0,4.0,0.0,2.0,115.0,1.0,0.0,3.0,0.0,7.0,8.0,44.0,0.0,2.0,1.0,0.0,6.0,1.0,3.0,0.0,20.0,12.0,0.0,10.0,16.0,0.0,1.0,1.0,0.0,18.0,0.0,4.0,10.0,0.0,0.0,0.0,2.0,30.0
Spain,41.0,2.0,3.0,962.0,16.0,132.0,92.0,0.0,37.0,61.0,46.0,15.0,79.0,63.0,4.0,204.0,4.0,10570.0,2.0,4.0,87.0,80.0,136.0,155.0,5.0,420.0,43.0,70.0,33.0,0.0,70.0,5.0,134.0,2.0,0.0,2.0,2.0,131.0,53.0,3.0,54.0,106.0,39.0,0.0,279.0,231.0,395.0,58.0,492.0,98.0,1.0,0.0,740.0,0.0,0.0,2.0,44.0,23.0,58.0,33.0,15.0,8.0,17.0,1.0,140.0,149.0,4.0,445.0,115.0,5.0,1.0,0.0,6.0,38.0,4.0,5.0,52.0,87.0,104.0,21.0,153.0,26.0,6.0,1.0,94.0,14.0,49.0,314.0,197.0,1.0,131.0,10.0,0.0,59.0,4.0,163.0,11.0,243.0,82.0,43.0,14.0,50.0,0.0,25.0,8.0,0.0,226.0,11.0,46.0,123.0,1.0,17.0,0.0,34.0,114.0
Russian Federation,37.0,135.0,0.0,352.0,5.0,36.0,94.0,0.0,4.0,4.0,66.0,15.0,6.0,62.0,3.0,125.0,12.0,6724.0,28.0,3.0,317.0,25.0,33.0,357.0,6.0,339.0,72.0,103.0,31.0,24.0,8.0,8.0,84.0,0.0,0.0,2.0,8.0,255.0,9.0,0.0,7.0,14.0,81.0,1.0,73.0,77.0,46.0,9.0,26.0,10.0,2.0,0.0,1478.0,2.0,0.0,2.0,9.0,2.0,47.0,61.0,2.0,1.0,95.0,0.0,58.0,54.0,5.0,480.0,31.0,16.0,0.0,0.0,27.0,10.0,2.0,61.0,23.0,173.0,177.0,9.0,229.0,43.0,23.0,0.0,129.0,97.0,399.0,61.0,37.0,0.0,18.0,5.0,0.0,8.0,4.0,66.0,2.0,51.0,182.0,16.0,22.0,29.0,0.0,68.0,4.0,0.0,228.0,25.0,128.0,53.0,1.0,17.0,0.0,108.0,51.0
Guatemala,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,8.0,0.0,176.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,2.0,0.0,5.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,8.0
Albania,1.0,21.0,0.0,253.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,274.0,0.0,1744.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,35.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,42.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,51.0
Japan,8.0,39.0,2.0,406.0,1.0,4.0,3.0,0.0,8.0,1.0,54.0,11.0,3.0,10.0,2.0,41.0,0.0,1931.0,2.0,2.0,60.0,56.0,33.0,14.0,0.0,104.0,1.0,50.0,100.0,0.0,7.0,1.0,73.0,1.0,0.0,10.0,15.0,110.0,10.0,1.0,8.0,9.0,2.0,0.0,16.0,97.0,74.0,16.0,54.0,26.0,1.0,0.0,226.0,38.0,0.0,66.0,3.0,1.0,21.0,3.0,0.0,1.0,5.0,0.0,61.0,30.0,13.0,134.0,6.0,1.0,0.0,0.0,11.0,29.0,7.0,3.0,14.0,137.0,17.0,3.0,2.0,19.0,1.0,2.0,22.0,28.0,53.0,24.0,9.0,2.0,2.0,6.0,0.0,5.0,0.0,35.0,3.0,83.0,49.0,2.0,16.0,27.0,0.0,0.0,1.0,0.0,32.0,0.0,4.0,23.0,0.0,4.0,0.0,20.0,43.0
