,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
United States,12.0,81.0,12.0,162.0,61.0,173.0,107.0,6.0,70.0,103.0,398.0,143.0,176.0,125.0,74.0,2522.0,1.0,122.0,75.0,27.0,1170.0,572.0,384.0,127.0,45.0,1747.0,13.0,1079.0,138.0,0.0,285.0,50.0,1126.0,9.0,0.0,26.0,47.0,761.0,259.0,23.0,92.0,97.0,89.0,4.0,923.0,2176.0,2207.0,17.0,1273.0,427.0,72.0,1.0,2494.0,14.0,4.0,17.0,289.0,20.0,167.0,28.0,13.0,0.0,349.0,4.0,220.0,573.0,30.0,4979.0,223.0,225.0,2.0,8.0,143.0,97.0,21.0,217.0,164.0,224.0,401.0,14.0,423.0,858.0,43.0,12.0,169.0,575.0,116.0,1333.0,793.0,28.0,61.0,28.0,0.0,151.0,47.0,324.0,2.0,531.0,245.0,172.0,193.0,288.0,8.0,31.0,48.0,6.0,560.0,4.0,354.0,291.0,0.0,169.0,2.0,265.0,1338.0
Indonesia,1.0,7.0,1.0,8.0,5.0,17.0,11.0,0.0,2.0,6.0,1.0,18.0,10.0,6.0,0.0,53.0,0.0,3.0,0.0,0.0,12.0,8.0,188.0,11.0,1.0,48.0,1.0,6.0,2.0,0.0,1.0,0.0,41.0,0.0,0.0,3.0,0.0,20.0,3.0,1.0,8.0,3.0,0.0,1.0,44.0,48.0,38.0,0.0,31.0,3.0,1.0,0.0,86.0,0.0,0.0,1.0,6.0,11.0,21.0,17.0,0.0,0.0,0.0,0.0,8.0,66.0,1.0,108.0,26.0,0.0,0.0,1.0,1.0,1.0,0.0,11.0,2.0,14.0,29.0,0.0,49.0,2.0,4.0,0.0,16.0,22.0,2.0,44.0,8.0,0.0,4.0,12.0,0.0,4.0,2.0,7.0,0.0,38.0,12.0,0.0,9.0,6.0,0.0,4.0,7.0,0.0,46.0,0.0,12.0,3.0,0.0,0.0,0.0,32.0,63.0
Italy,48.0,13.0,1.0,46.0,12.0,35.0,39.0,1.0,11.0,21.0,91.0,123.0,21.0,10.0,2.0,78.0,1.0,19.0,0.0,4.0,31.0,28.0,126.0,58.0,0.0,180.0,12.0,44.0,34.0,0.0,11.0,1.0,516.0,5.0,0.0,7.0,0.0,133.0,63.0,5.0,8.0,117.0,6.0,0.0,80.0,283.0,451.0,2.0,204.0,93.0,0.0,0.0,308.0,2.0,1.0,1.0,282.0,22.0,247.0,26.0,5.0,0.0,26.0,2.0,11.0,119.0,6.0,1028.0,886.0,19.0,1.0,0.0,43.0,145.0,1.0,98.0,104.0,24.0,165.0,8.0,27.0,26.0,29.0,0.0,65.0,422.0,3.0,253.0,128.0,19.0,200.0,6.0,5.0,1.0,2.0,38.0,0.0,163.0,55.0,44.0,173.0,43.0,0.0,8.0,3.0,3.0,190.0,0.0,43.0,67.0,1.0,99.0,0.0,28.0,180.0
Spain,75.0,1.0,1.0,12.0,4.0,56.0,115.0,0.0,6.0,39.0,16.0,120.0,73.0,41.0,5.0,51.0,5.0,7.0,1.0,0.0,34.0,30.0,128.0,67.0,0.0,150.0,6.0,38.0,3.0,0.0,2.0,1.0,227.0,3.0,0.0,1.0,3.0,392.0,16.0,1.0,62.0,39.0,6.0,0.0,51.0,144.0,453.0,1.0,108.0,12.0,0.0,0.0,156.0,0.0,0.0,3.0,54.0,18.0,47.0,8.0,6.0,1.0,17.0,0.0,5.0,86.0,3.0,547.0,193.0,53.0,0.0,0.0,9.0,19.0,2.0,5.0,9.0,40.0,31.0,3.0,58.0,6.0,16.0,0.0,44.0,20.0,8.0,292.0,199.0,1.0,38.0,5.0,0.0,7.0,5.0,31.0,1.0,145.0,95.0,39.0,14.0,34.0,0.0,50.0,19.0,0.0,206.0,24.0,29.0,30.0,1.0,7.0,0.0,16.0,165.0
Turkey,2.0,17.0,0.0,9.0,1.0,3.0,6.0,0.0,0.0,0.0,23.0,1.0,2.0,19.0,0.0,107.0,12.0,2.0,3.0,1.0,15.0,5.0,7.0,111.0,0.0,29.0,6.0,9.0,3.0,0.0,6.0,0.0,26.0,2.0,0.0,0.0,0.0,161.0,32.0,0.0,1.0,1.0,1.0,0.0,23.0,112.0,60.0,0.0,39.0,2.0,2.0,0.0,141.0,0.0,0.0,0.0,1.0,4.0,27.0,3.0,0.0,0.0,14.0,0.0,7.0,39.0,0.0,216.0,28.0,33.0,0.0,0.0,10.0,1.0,0.0,13.0,3.0,22.0,58.0,8.0,292.0,71.0,0.0,0.0,34.0,14.0,30.0,74.0,89.0,0.0,50.0,6.0,0.0,5.0,9.0,6.0,0.0,81.0,16.0,1.0,14.0,30.0,0.0,1.0,0.0,11.0,148.0,0.0,19.0,25.0,4.0,9.0,1.0,5.0,24.0
Japan,7.0,5.0,1.0,31.0,2.0,24.0,1.0,5.0,14.0,5.0,2.0,4.0,3.0,29.0,2.0,115.0,0.0,7.0,0.0,0.0,122.0,7.0,24.0,13.0,0.0,69.0,1.0,36.0,52.0,0.0,6.0,0.0,38.0,0.0,0.0,3.0,70.0,165.0,6.0,2.0,6.0,13.0,2.0,0.0,13.0,33.0,31.0,3.0,36.0,13.0,0.0,0.0,187.0,7.0,3.0,84.0,2.0,0.0,153.0,0.0,1.0,0.0,4.0,0.0,12.0,53.0,7.0,273.0,15.0,0.0,0.0,0.0,3.0,21.0,0.0,6.0,28.0,22.0,9.0,0.0,24.0,5.0,1.0,2.0,5.0,96.0,21.0,62.0,19.0,1.0,0.0,4.0,1.0,1.0,14.0,7.0,0.0,102.0,12.0,33.0,2.0,2.0,1.0,0.0,2.0,0.0,42.0,0.0,14.0,12.0,0.0,1.0,0.0,13.0,50.0
France,4.0,12.0,3.0,54.0,4.0,7.0,17.0,0.0,0.0,2.0,89.0,154.0,11.0,25.0,5.0,381.0,0.0,8.0,2.0,20.0,82.0,19.0,187.0,91.0,0.0,220.0,6.0,57.0,6.0,0.0,9.0,0.0,293.0,0.0,0.0,5.0,2.0,378.0,37.0,3.0,31.0,43.0,0.0,0.0,20.0,96.0,69.0,1.0,29.0,5.0,7.0,0.0,651.0,4.0,1.0,0.0,12.0,3.0,187.0,14.0,115.0,0.0,176.0,0.0,12.0,171.0,1.0,649.0,91.0,4.0,0.0,0.0,14.0,34.0,4.0,8.0,29.0,7.0,48.0,6.0,22.0,47.0,7.0,0.0,19.0,32.0,8.0,46.0,176.0,7.0,6.0,10.0,2.0,7.0,13.0,18.0,0.0,204.0,33.0,42.0,65.0,22.0,0.0,3.0,2.0,0.0,160.0,3.0,75.0,22.0,2.0,37.0,0.0,98.0,273.0
Russian Federation,12.0,69.0,23.0,79.0,10.0,28.0,43.0,0.0,7.0,1.0,57.0,16.0,24.0,21.0,0.0,341.0,9.0,5.0,7.0,0.0,38.0,19.0,102.0,84.0,0.0,247.0,180.0,55.0,10.0,44.0,1.0,0.0,145.0,0.0,0.0,20.0,1.0,390.0,9.0,30.0,3.0,14.0,7.0,0.0,103.0,134.0,59.0,3.0,25.0,5.0,0.0,0.0,1053.0,2.0,0.0,0.0,0.0,3.0,15.0,10.0,5.0,0.0,259.0,0.0,15.0,57.0,2.0,888.0,44.0,8.0,0.0,0.0,20.0,1.0,0.0,36.0,6.0,35.0,100.0,0.0,179.0,12.0,4.0,0.0,154.0,114.0,8.0,56.0,34.0,0.0,5.0,4.0,0.0,10.0,35.0,11.0,20.0,121.0,48.0,7.0,21.0,16.0,4.0,40.0,21.0,0.0,450.0,19.0,144.0,47.0,0.0,10.0,0.0,52.0,89.0
United Kingdom,1.0,25.0,5.0,18.0,6.0,37.0,7.0,2.0,28.0,7.0,43.0,35.0,82.0,45.0,3.0,388.0,0.0,13.0,41.0,19.0,370.0,47.0,32.0,40.0,2.0,282.0,8.0,337.0,13.0,0.0,55.0,3.0,204.0,5.0,0.0,19.0,6.0,390.0,59.0,7.0,207.0,32.0,27.0,0.0,58.0,167.0,492.0,4.0,188.0,59.0,9.0,0.0,679.0,5.0,1.0,2.0,33.0,17.0,71.0,12.0,32.0,0.0,102.0,1.0,13.0,151.0,3.0,416.0,164.0,13.0,3.0,0.0,61.0,21.0,21.0,21.0,30.0,79.0,75.0,5.0,68.0,52.0,5.0,2.0,48.0,86.0,35.0,276.0,166.0,7.0,9.0,13.0,0.0,22.0,16.0,52.0,1.0,125.0,95.0,102.0,12.0,29.0,4.0,14.0,33.0,4.0,145.0,0.0,122.0,38.0,2.0,17.0,0.0,34.0,153.0
"Venezuela, Bolivarian Republic of",3.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,42.0,7.0,34.0,1.0,24.0,0.0,67.0,0.0,0.0,0.0,0.0,33.0,0.0,64.0,381.0,0.0,64.0,1.0,43.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,10.0,4.0,1.0,0.0,2.0,3.0,0.0,62.0,80.0,15.0,0.0,4.0,3.0,1.0,0.0,18.0,0.0,0.0,0.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,0.0,496.0,10.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,33.0,0.0,3.0,0.0,0.0,0.0,38.0,22.0,0.0,44.0,4.0,0.0,6.0,3.0,0.0,13.0,1.0,2.0,0.0,8.0,5.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,65.0,0.0,23.0,6.0,0.0,0.0,0.0,20.0,96.0
