,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Cabo Verde,6.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,188.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,14.0,9.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0
United States,17.0,265.0,23.0,534.0,80.0,203.0,79.0,5.0,121.0,59.0,242.0,114.0,147.0,99.0,134.0,1967.0,9.0,33429.0,16.0,27.0,1849.0,411.0,180.0,81.0,8.0,2272.0,10.0,760.0,58.0,3.0,127.0,169.0,610.0,2.0,0.0,63.0,60.0,704.0,268.0,38.0,115.0,92.0,80.0,9.0,401.0,1025.0,1072.0,18.0,1200.0,454.0,92.0,4.0,4170.0,12.0,6.0,7.0,134.0,26.0,140.0,124.0,34.0,8.0,369.0,2.0,874.0,517.0,180.0,2415.0,120.0,42.0,1.0,17.0,130.0,174.0,257.0,103.0,202.0,1308.0,702.0,7.0,333.0,946.0,68.0,15.0,240.0,177.0,568.0,981.0,812.0,30.0,59.0,50.0,2.0,99.0,60.0,1030.0,108.0,1196.0,242.0,146.0,170.0,176.0,5.0,16.0,39.0,8.0,321.0,10.0,482.0,355.0,4.0,664.0,0.0,289.0,779.0
South Africa,1.0,3.0,0.0,72.0,0.0,3.0,4.0,0.0,12.0,2.0,8.0,2.0,0.0,9.0,4.0,134.0,0.0,2928.0,0.0,0.0,38.0,10.0,5.0,6.0,1.0,287.0,0.0,119.0,3.0,0.0,2.0,0.0,28.0,0.0,0.0,3.0,0.0,47.0,3.0,0.0,2.0,2.0,1.0,1.0,9.0,23.0,20.0,0.0,32.0,0.0,0.0,0.0,336.0,1.0,1.0,1.0,3.0,3.0,7.0,10.0,3.0,2.0,2.0,0.0,61.0,58.0,24.0,182.0,9.0,0.0,1.0,1.0,8.0,15.0,5.0,1.0,3.0,55.0,28.0,0.0,52.0,34.0,1.0,0.0,4.0,2.0,110.0,36.0,11.0,0.0,1.0,5.0,0.0,0.0,5.0,31.0,0.0,70.0,3.0,17.0,8.0,3.0,1.0,0.0,1.0,2.0,60.0,0.0,15.0,7.0,1.0,8.0,0.0,17.0,28.0
Spain,48.0,39.0,2.0,53.0,16.0,47.0,42.0,0.0,6.0,39.0,14.0,4.0,19.0,32.0,4.0,59.0,4.0,7247.0,0.0,1.0,42.0,60.0,78.0,46.0,3.0,244.0,17.0,30.0,25.0,0.0,30.0,8.0,57.0,1.0,0.0,4.0,1.0,40.0,30.0,5.0,29.0,51.0,32.0,0.0,36.0,88.0,190.0,15.0,230.0,69.0,1.0,0.0,163.0,0.0,7.0,0.0,20.0,23.0,24.0,23.0,12.0,6.0,30.0,3.0,77.0,46.0,3.0,255.0,59.0,5.0,0.0,0.0,9.0,26.0,2.0,1.0,51.0,68.0,81.0,2.0,78.0,11.0,10.0,0.0,34.0,8.0,16.0,152.0,38.0,1.0,63.0,5.0,0.0,21.0,2.0,163.0,6.0,145.0,27.0,41.0,14.0,48.0,2.0,33.0,9.0,1.0,92.0,6.0,20.0,21.0,2.0,89.0,0.0,16.0,81.0
Japan,8.0,19.0,1.0,291.0,4.0,7.0,1.0,2.0,6.0,2.0,3.0,1.0,3.0,4.0,2.0,80.0,8.0,2905.0,0.0,1.0,68.0,37.0,51.0,6.0,0.0,79.0,2.0,45.0,72.0,0.0,5.0,1.0,98.0,0.0,0.0,12.0,5.0,88.0,13.0,4.0,0.0,2.0,1.0,0.0,7.0,60.0,180.0,10.0,65.0,25.0,3.0,0.0,165.0,17.0,0.0,27.0,3.0,1.0,14.0,3.0,0.0,0.0,13.0,0.0,65.0,50.0,11.0,111.0,9.0,1.0,1.0,0.0,18.0,36.0,13.0,0.0,13.0,167.0,20.0,0.0,5.0,15.0,5.0,1.0,8.0,29.0,53.0,39.0,13.0,6.0,3.0,7.0,0.0,5.0,1.0,24.0,10.0,57.0,34.0,2.0,15.0,21.0,0.0,1.0,0.0,0.0,30.0,0.0,18.0,19.0,0.0,3.0,0.0,13.0,99.0
"Venezuela, Bolivarian Republic of",2.0,0.0,0.0,3.0,0.0,2.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,0.0,830.0,0.0,0.0,16.0,3.0,35.0,14.0,0.0,30.0,0.0,5.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,1.0,0.0,11.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,21.0,13.0,0.0,4.0,11.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,60.0,1.0,84.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,8.0,4.0,0.0,4.0,0.0,0.0,0.0,9.0,3.0,3.0,11.0,12.0,1.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,21.0,5.0,2.0,2.0,5.0,0.0,1.0,0.0,0.0,31.0,0.0,2.0,0.0,0.0,6.0,0.0,38.0,12.0
Italy,17.0,10.0,1.0,517.0,4.0,51.0,91.0,1.0,12.0,9.0,12.0,57.0,10.0,11.0,3.0,135.0,0.0,18311.0,0.0,0.0,56.0,80.0,42.0,49.0,0.0,235.0,9.0,73.0,11.0,0.0,42.0,9.0,434.0,3.0,0.0,8.0,1.0,87.0,29.0,4.0,28.0,32.0,5.0,0.0,19.0,237.0,568.0,7.0,352.0,301.0,3.0,0.0,333.0,11.0,0.0,0.0,40.0,15.0,43.0,8.0,0.0,1.0,16.0,0.0,70.0,207.0,12.0,515.0,71.0,14.0,1.0,0.0,12.0,53.0,19.0,41.0,76.0,74.0,119.0,1.0,15.0,330.0,31.0,1.0,39.0,150.0,691.0,238.0,104.0,5.0,71.0,7.0,0.0,7.0,4.0,117.0,10.0,158.0,66.0,15.0,87.0,17.0,0.0,73.0,0.0,1.0,71.0,4.0,35.0,47.0,1.0,48.0,0.0,29.0,83.0
France,1.0,4.0,3.0,1359.0,3.0,20.0,87.0,2.0,34.0,5.0,8.0,68.0,18.0,26.0,4.0,220.0,0.0,6386.0,2.0,49.0,51.0,27.0,103.0,111.0,2.0,293.0,14.0,95.0,5.0,0.0,22.0,1.0,131.0,0.0,0.0,2.0,1.0,73.0,33.0,4.0,8.0,25.0,5.0,1.0,13.0,116.0,58.0,3.0,28.0,0.0,0.0,0.0,1153.0,0.0,1.0,0.0,30.0,4.0,65.0,31.0,52.0,0.0,80.0,2.0,63.0,78.0,7.0,211.0,36.0,2.0,0.0,2.0,9.0,42.0,1.0,11.0,20.0,106.0,67.0,5.0,46.0,97.0,17.0,0.0,26.0,10.0,39.0,34.0,110.0,5.0,2.0,15.0,3.0,6.0,7.0,100.0,3.0,105.0,14.0,59.0,11.0,65.0,2.0,6.0,1.0,0.0,96.0,0.0,39.0,22.0,14.0,14.0,0.0,40.0,145.0
India,1.0,17.0,0.0,326.0,3.0,4.0,17.0,1.0,13.0,5.0,13.0,255.0,4.0,66.0,7.0,236.0,1.0,5919.0,0.0,2.0,270.0,37.0,1000.0,29.0,0.0,319.0,1.0,220.0,8.0,0.0,3.0,1.0,52.0,0.0,0.0,26.0,0.0,492.0,29.0,2.0,12.0,22.0,1.0,13.0,43.0,140.0,88.0,7.0,58.0,14.0,10.0,0.0,477.0,40.0,0.0,4.0,7.0,12.0,166.0,75.0,0.0,0.0,4.0,1.0,99.0,364.0,9.0,863.0,4.0,1.0,5.0,294.0,74.0,34.0,9.0,19.0,67.0,89.0,194.0,1.0,54.0,47.0,14.0,0.0,122.0,8.0,77.0,56.0,56.0,0.0,3.0,6.0,0.0,15.0,10.0,55.0,3.0,237.0,21.0,28.0,16.0,9.0,3.0,1.0,2.0,0.0,136.0,0.0,198.0,32.0,29.0,12.0,0.0,68.0,867.0
Argentina,1.0,7.0,0.0,10.0,5.0,12.0,65.0,0.0,0.0,34.0,21.0,10.0,3.0,9.0,0.0,184.0,0.0,3356.0,0.0,0.0,23.0,21.0,106.0,7.0,0.0,89.0,17.0,17.0,8.0,0.0,2.0,5.0,47.0,0.0,0.0,2.0,1.0,30.0,7.0,0.0,6.0,12.0,60.0,0.0,40.0,59.0,22.0,4.0,27.0,4.0,2.0,0.0,36.0,0.0,0.0,0.0,1.0,6.0,379.0,6.0,0.0,2.0,1.0,0.0,17.0,17.0,1.0,107.0,4.0,1.0,0.0,0.0,7.0,1.0,6.0,10.0,11.0,113.0,22.0,0.0,23.0,20.0,0.0,0.0,13.0,11.0,18.0,90.0,32.0,0.0,7.0,0.0,0.0,4.0,1.0,13.0,1.0,49.0,19.0,31.0,7.0,7.0,0.0,38.0,3.0,0.0,30.0,0.0,36.0,16.0,0.0,2.0,0.0,42.0,72.0
