,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Cuba,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,67.0,13.0,0.0,88.0,0.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,6.0,1.0,0.0,1.0,31.0,10.0,1.0,5.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,27.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,7.0,7.0,1.0,12.0,4.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,1.0,0.0,0.0,0.0,15.0,77.0
Spain,78.0,1.0,2.0,12.0,3.0,35.0,71.0,0.0,3.0,22.0,17.0,17.0,11.0,21.0,0.0,66.0,3.0,12.0,0.0,1.0,14.0,13.0,204.0,76.0,0.0,176.0,7.0,18.0,4.0,0.0,2.0,1.0,80.0,0.0,0.0,6.0,1.0,233.0,10.0,4.0,33.0,34.0,5.0,0.0,74.0,120.0,451.0,3.0,107.0,19.0,1.0,3.0,250.0,0.0,0.0,4.0,38.0,5.0,43.0,5.0,0.0,2.0,6.0,1.0,14.0,105.0,5.0,524.0,84.0,18.0,0.0,0.0,7.0,12.0,0.0,6.0,10.0,54.0,45.0,2.0,32.0,0.0,2.0,0.0,46.0,14.0,5.0,199.0,150.0,0.0,61.0,6.0,0.0,4.0,16.0,27.0,1.0,204.0,40.0,33.0,15.0,21.0,0.0,13.0,12.0,0.0,162.0,0.0,17.0,16.0,0.0,13.0,0.0,17.0,126.0
Germany,3.0,19.0,1.0,120.0,9.0,21.0,6.0,1.0,17.0,1.0,44.0,10.0,48.0,25.0,2.0,196.0,3.0,21.0,4.0,37.0,76.0,76.0,20.0,42.0,1.0,196.0,14.0,68.0,11.0,0.0,28.0,2.0,163.0,0.0,0.0,4.0,13.0,90.0,21.0,2.0,28.0,18.0,18.0,0.0,59.0,101.0,337.0,16.0,95.0,27.0,0.0,0.0,536.0,8.0,1.0,12.0,19.0,2.0,49.0,1.0,2.0,0.0,43.0,3.0,23.0,71.0,34.0,356.0,125.0,2.0,0.0,0.0,54.0,36.0,4.0,20.0,26.0,32.0,89.0,4.0,56.0,18.0,10.0,1.0,21.0,39.0,6.0,131.0,279.0,0.0,15.0,5.0,6.0,7.0,41.0,12.0,0.0,67.0,74.0,11.0,23.0,26.0,2.0,14.0,5.0,3.0,159.0,8.0,60.0,29.0,0.0,86.0,0.0,28.0,48.0
Latvia,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0
China,2.0,12.0,4.0,312.0,2.0,6.0,7.0,1.0,10.0,0.0,3.0,2.0,9.0,42.0,3.0,574.0,0.0,18.0,3.0,5.0,145.0,13.0,81.0,38.0,1.0,229.0,98.0,106.0,18.0,0.0,15.0,0.0,67.0,2.0,0.0,4.0,17.0,209.0,49.0,1.0,25.0,7.0,1.0,0.0,20.0,188.0,107.0,30.0,74.0,9.0,2.0,0.0,597.0,21.0,0.0,2.0,2.0,5.0,31.0,6.0,0.0,0.0,2.0,0.0,37.0,145.0,13.0,255.0,28.0,11.0,1.0,2.0,17.0,898.0,2.0,7.0,50.0,51.0,80.0,1.0,159.0,19.0,7.0,0.0,163.0,12.0,130.0,35.0,52.0,0.0,0.0,21.0,0.0,115.0,4.0,14.0,0.0,157.0,25.0,14.0,10.0,8.0,0.0,0.0,0.0,4.0,103.0,0.0,25.0,108.0,0.0,24.0,0.0,24.0,54.0
Costa Rica,1.0,1.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,3.0,1.0,13.0,3.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,7.0,0.0,14.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,1.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,16.0
Japan,9.0,5.0,1.0,31.0,1.0,4.0,1.0,4.0,5.0,1.0,2.0,2.0,4.0,28.0,2.0,79.0,0.0,7.0,1.0,1.0,86.0,20.0,11.0,7.0,0.0,55.0,0.0,31.0,58.0,0.0,4.0,1.0,38.0,0.0,0.0,3.0,19.0,138.0,2.0,0.0,5.0,8.0,1.0,0.0,5.0,39.0,22.0,3.0,32.0,18.0,0.0,0.0,232.0,3.0,1.0,57.0,1.0,1.0,8.0,5.0,0.0,0.0,2.0,0.0,12.0,25.0,19.0,383.0,7.0,1.0,0.0,0.0,2.0,17.0,0.0,7.0,18.0,19.0,8.0,0.0,9.0,6.0,1.0,1.0,7.0,276.0,14.0,24.0,7.0,0.0,0.0,4.0,1.0,4.0,3.0,3.0,0.0,125.0,54.0,30.0,7.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,9.0,10.0,1.0,0.0,0.0,31.0,35.0
Italy,48.0,13.0,2.0,71.0,3.0,38.0,46.0,0.0,18.0,3.0,8.0,34.0,25.0,8.0,5.0,172.0,0.0,23.0,0.0,1.0,22.0,35.0,49.0,37.0,0.0,168.0,7.0,33.0,32.0,0.0,6.0,6.0,304.0,5.0,0.0,11.0,0.0,74.0,46.0,5.0,3.0,79.0,6.0,0.0,55.0,265.0,505.0,3.0,192.0,146.0,0.0,0.0,565.0,1.0,0.0,1.0,386.0,4.0,225.0,12.0,1.0,0.0,11.0,1.0,2.0,222.0,1.0,1089.0,764.0,13.0,0.0,0.0,27.0,140.0,1.0,123.0,137.0,94.0,188.0,2.0,22.0,31.0,4.0,1.0,54.0,411.0,5.0,351.0,160.0,5.0,221.0,10.0,3.0,2.0,11.0,59.0,0.0,201.0,56.0,29.0,39.0,40.0,0.0,59.0,1.0,1.0,107.0,0.0,41.0,53.0,0.0,144.0,0.0,19.0,86.0
India,1.0,11.0,2.0,73.0,17.0,12.0,7.0,2.0,3.0,0.0,1.0,76.0,4.0,31.0,4.0,159.0,2.0,5.0,0.0,0.0,65.0,14.0,218.0,33.0,0.0,76.0,7.0,82.0,6.0,0.0,5.0,3.0,60.0,3.0,0.0,66.0,0.0,283.0,21.0,2.0,18.0,8.0,6.0,0.0,16.0,65.0,34.0,2.0,34.0,4.0,2.0,0.0,572.0,9.0,1.0,4.0,3.0,18.0,206.0,17.0,0.0,0.0,4.0,2.0,7.0,212.0,2.0,346.0,8.0,1.0,25.0,17.0,1.0,16.0,1.0,2.0,18.0,36.0,144.0,1.0,58.0,12.0,2.0,1.0,25.0,49.0,5.0,57.0,25.0,0.0,3.0,9.0,0.0,10.0,2.0,6.0,0.0,879.0,6.0,9.0,7.0,5.0,0.0,9.0,1.0,0.0,215.0,1.0,95.0,32.0,15.0,0.0,1.0,33.0,395.0
Russian Federation,5.0,76.0,4.0,118.0,3.0,24.0,29.0,0.0,1.0,3.0,47.0,12.0,16.0,32.0,2.0,312.0,12.0,10.0,6.0,0.0,42.0,15.0,71.0,77.0,1.0,208.0,153.0,44.0,13.0,38.0,1.0,0.0,110.0,1.0,0.0,2.0,2.0,377.0,9.0,6.0,6.0,14.0,2.0,0.0,114.0,98.0,73.0,4.0,12.0,3.0,0.0,0.0,1253.0,1.0,0.0,0.0,6.0,0.0,29.0,7.0,0.0,0.0,58.0,0.0,17.0,49.0,1.0,628.0,41.0,4.0,0.0,0.0,42.0,1.0,3.0,19.0,8.0,61.0,71.0,1.0,153.0,11.0,1.0,0.0,111.0,66.0,20.0,76.0,42.0,1.0,11.0,1.0,0.0,14.0,13.0,9.0,0.0,145.0,62.0,5.0,5.0,13.0,1.0,9.0,6.0,0.0,249.0,15.0,108.0,32.0,0.0,13.0,0.0,46.0,73.0
