,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Japan,5.0,4.0,1.0,25.0,2.0,21.0,1.0,4.0,10.0,5.0,1.0,3.0,2.0,29.0,3.0,108.0,0.0,9.0,0.0,1.0,108.0,20.0,14.0,5.0,0.0,60.0,1.0,36.0,54.0,0.0,7.0,0.0,33.0,0.0,0.0,3.0,56.0,136.0,7.0,0.0,7.0,13.0,2.0,0.0,11.0,34.0,27.0,3.0,34.0,12.0,0.0,0.0,187.0,7.0,3.0,85.0,2.0,1.0,65.0,2.0,0.0,0.0,5.0,0.0,16.0,41.0,4.0,307.0,10.0,0.0,0.0,0.0,3.0,20.0,0.0,7.0,18.0,18.0,5.0,0.0,26.0,6.0,1.0,2.0,6.0,134.0,19.0,64.0,11.0,1.0,0.0,5.0,1.0,2.0,13.0,5.0,0.0,105.0,24.0,51.0,1.0,3.0,0.0,0.0,2.0,0.0,27.0,0.0,11.0,11.0,1.0,0.0,0.0,19.0,42.0
Denmark,1.0,0.0,0.0,66.0,8.0,15.0,1.0,0.0,2.0,0.0,1.0,0.0,15.0,6.0,0.0,70.0,0.0,4.0,0.0,0.0,8.0,20.0,1.0,2.0,0.0,47.0,4.0,16.0,0.0,0.0,6.0,4.0,18.0,0.0,0.0,1.0,0.0,8.0,5.0,0.0,2.0,5.0,1.0,0.0,4.0,9.0,17.0,1.0,13.0,4.0,0.0,0.0,100.0,0.0,0.0,0.0,31.0,0.0,3.0,2.0,0.0,0.0,10.0,0.0,3.0,20.0,0.0,361.0,4.0,1.0,0.0,0.0,20.0,1.0,1.0,5.0,6.0,3.0,24.0,1.0,5.0,7.0,0.0,0.0,2.0,66.0,0.0,6.0,45.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,21.0,4.0,3.0,0.0,35.0,0.0,1.0,0.0,0.0,113.0,0.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0
Germany,1.0,18.0,3.0,79.0,16.0,25.0,5.0,2.0,19.0,1.0,89.0,4.0,41.0,37.0,2.0,215.0,13.0,12.0,2.0,34.0,66.0,57.0,25.0,47.0,1.0,271.0,32.0,67.0,9.0,0.0,36.0,0.0,242.0,6.0,0.0,2.0,12.0,74.0,17.0,1.0,30.0,51.0,32.0,0.0,55.0,145.0,211.0,9.0,119.0,50.0,1.0,0.0,488.0,9.0,1.0,14.0,10.0,14.0,34.0,2.0,1.0,0.0,62.0,1.0,14.0,80.0,28.0,1575.0,33.0,2.0,0.0,0.0,64.0,36.0,4.0,22.0,17.0,21.0,116.0,3.0,35.0,12.0,9.0,1.0,28.0,91.0,4.0,80.0,245.0,0.0,9.0,18.0,5.0,11.0,18.0,36.0,0.0,62.0,36.0,8.0,14.0,24.0,2.0,10.0,11.0,0.0,153.0,8.0,33.0,27.0,0.0,24.0,0.0,20.0,65.0
Spain,83.0,0.0,0.0,15.0,5.0,52.0,110.0,0.0,2.0,36.0,14.0,25.0,28.0,38.0,5.0,51.0,0.0,7.0,1.0,0.0,24.0,27.0,86.0,74.0,0.0,156.0,6.0,32.0,2.0,0.0,1.0,1.0,139.0,2.0,0.0,2.0,2.0,379.0,11.0,1.0,43.0,39.0,6.0,0.0,53.0,138.0,422.0,1.0,94.0,14.0,1.0,0.0,193.0,0.0,0.0,3.0,55.0,4.0,52.0,3.0,1.0,2.0,6.0,0.0,6.0,79.0,3.0,542.0,189.0,51.0,0.0,0.0,6.0,17.0,0.0,6.0,7.0,38.0,34.0,4.0,54.0,3.0,12.0,0.0,43.0,14.0,6.0,219.0,156.0,1.0,41.0,4.0,0.0,5.0,3.0,33.0,1.0,185.0,42.0,29.0,12.0,35.0,0.0,49.0,17.0,0.0,204.0,0.0,25.0,26.0,1.0,2.0,0.0,14.0,101.0
Romania,3.0,0.0,0.0,40.0,2.0,5.0,11.0,0.0,1.0,3.0,17.0,0.0,0.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,15.0,4.0,4.0,17.0,0.0,7.0,0.0,36.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,15.0,0.0,0.0,4.0,28.0,56.0,15.0,9.0,6.0,0.0,0.0,898.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,3.0,0.0,23.0,0.0,3.0,2.0,0.0,74.0,174.0,4.0,0.0,0.0,0.0,126.0,0.0,1.0,5.0,11.0,6.0,0.0,5.0,5.0,1.0,0.0,11.0,7.0,0.0,7.0,28.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,36.0,6.0,1.0,1.0,0.0,0.0,56.0,0.0,0.0,84.0,0.0,14.0,70.0,0.0,2.0,0.0,2.0,15.0
Italy,44.0,14.0,1.0,55.0,10.0,42.0,25.0,1.0,10.0,20.0,91.0,100.0,5.0,12.0,1.0,84.0,1.0,22.0,0.0,4.0,26.0,35.0,66.0,58.0,0.0,179.0,10.0,38.0,38.0,0.0,10.0,0.0,357.0,5.0,0.0,1.0,0.0,113.0,61.0,5.0,8.0,113.0,6.0,0.0,87.0,290.0,410.0,3.0,198.0,90.0,0.0,0.0,376.0,2.0,1.0,1.0,269.0,18.0,272.0,28.0,4.0,0.0,18.0,1.0,9.0,97.0,0.0,1026.0,926.0,21.0,1.0,0.0,39.0,164.0,1.0,96.0,119.0,19.0,155.0,7.0,29.0,29.0,23.0,0.0,57.0,429.0,3.0,285.0,101.0,7.0,181.0,7.0,3.0,1.0,4.0,44.0,0.0,181.0,40.0,49.0,35.0,39.0,0.0,27.0,3.0,3.0,173.0,0.0,33.0,64.0,1.0,91.0,0.0,28.0,147.0
United States,13.0,68.0,9.0,178.0,50.0,162.0,109.0,1.0,69.0,96.0,308.0,145.0,163.0,121.0,66.0,2394.0,1.0,115.0,60.0,33.0,1102.0,482.0,333.0,112.0,41.0,1784.0,15.0,975.0,115.0,1.0,246.0,36.0,1097.0,8.0,0.0,20.0,48.0,793.0,252.0,21.0,82.0,97.0,89.0,3.0,960.0,1930.0,2048.0,15.0,1149.0,379.0,62.0,1.0,2798.0,13.0,2.0,18.0,281.0,13.0,159.0,28.0,20.0,3.0,284.0,3.0,202.0,527.0,30.0,4501.0,231.0,191.0,1.0,8.0,144.0,85.0,23.0,214.0,141.0,210.0,408.0,14.0,397.0,751.0,35.0,9.0,139.0,566.0,109.0,1181.0,820.0,27.0,72.0,19.0,0.0,138.0,42.0,283.0,2.0,684.0,229.0,186.0,140.0,254.0,5.0,28.0,34.0,4.0,491.0,2.0,245.0,230.0,4.0,124.0,2.0,277.0,1267.0
Australia,3.0,4.0,0.0,31.0,3.0,11.0,8.0,10.0,4.0,2.0,6.0,9.0,23.0,15.0,1.0,158.0,0.0,5.0,1.0,0.0,40.0,18.0,30.0,10.0,0.0,48.0,2.0,59.0,6.0,0.0,7.0,2.0,102.0,1.0,0.0,2.0,1.0,98.0,7.0,1.0,66.0,5.0,1.0,13.0,27.0,115.0,77.0,1.0,53.0,20.0,3.0,0.0,342.0,3.0,0.0,0.0,15.0,1.0,23.0,7.0,4.0,0.0,11.0,0.0,6.0,32.0,6.0,172.0,45.0,0.0,0.0,4.0,7.0,5.0,17.0,13.0,32.0,54.0,17.0,19.0,21.0,12.0,8.0,0.0,35.0,20.0,3.0,85.0,142.0,2.0,2.0,5.0,1.0,74.0,37.0,15.0,1.0,61.0,25.0,1.0,10.0,24.0,2.0,4.0,2.0,0.0,53.0,0.0,16.0,9.0,1.0,3.0,0.0,14.0,67.0
Peru,2.0,4.0,0.0,1.0,1.0,2.0,10.0,0.0,3.0,8.0,13.0,15.0,4.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,80.0,10.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0,2.0,6.0,6.0,0.0,17.0,32.0,8.0,1.0,13.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,37.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,6.0,16.0,2.0,10.0,1.0,2.0,0.0,11.0,9.0,0.0,23.0,5.0,0.0,5.0,0.0,0.0,2.0,0.0,6.0,0.0,11.0,8.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,56.0,0.0,7.0,4.0,0.0,0.0,0.0,14.0,88.0
"Macedonia, Republic of",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,1085.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,4.0,0.0,1.0,0.0,0.0,0.0,7.0,115.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,115.0,3.0,0.0,12.0,0.0,0.0,23.0,0.0,1.0,15.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,2.0
