,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Spain,92.0,1.0,2.0,12.0,3.0,35.0,78.0,0.0,3.0,38.0,15.0,17.0,11.0,27.0,0.0,71.0,1.0,11.0,0.0,1.0,17.0,18.0,214.0,83.0,0.0,180.0,8.0,19.0,4.0,0.0,2.0,2.0,84.0,0.0,0.0,6.0,1.0,249.0,9.0,4.0,34.0,34.0,5.0,0.0,74.0,131.0,495.0,2.0,111.0,20.0,1.0,0.0,264.0,0.0,0.0,6.0,52.0,5.0,45.0,2.0,0.0,2.0,5.0,1.0,14.0,111.0,7.0,564.0,111.0,19.0,0.0,0.0,6.0,13.0,0.0,6.0,9.0,57.0,49.0,2.0,35.0,0.0,2.0,0.0,46.0,14.0,5.0,218.0,156.0,0.0,56.0,6.0,0.0,4.0,16.0,29.0,1.0,216.0,41.0,30.0,15.0,22.0,0.0,12.0,13.0,0.0,190.0,0.0,17.0,20.0,0.0,14.0,0.0,15.0,136.0
Russian Federation,4.0,77.0,22.0,122.0,3.0,23.0,29.0,0.0,1.0,2.0,50.0,12.0,17.0,33.0,2.0,348.0,12.0,9.0,6.0,0.0,44.0,15.0,83.0,89.0,1.0,214.0,171.0,49.0,13.0,42.0,1.0,0.0,122.0,1.0,0.0,21.0,2.0,404.0,6.0,22.0,5.0,13.0,2.0,0.0,120.0,104.0,79.0,4.0,10.0,2.0,0.0,0.0,1367.0,1.0,0.0,0.0,5.0,0.0,30.0,6.0,0.0,0.0,65.0,0.0,18.0,52.0,1.0,709.0,39.0,7.0,0.0,0.0,44.0,1.0,3.0,20.0,8.0,61.0,72.0,1.0,161.0,10.0,1.0,0.0,116.0,75.0,20.0,87.0,41.0,1.0,10.0,1.0,0.0,13.0,14.0,9.0,19.0,150.0,63.0,8.0,5.0,14.0,1.0,12.0,5.0,0.0,310.0,11.0,111.0,34.0,0.0,13.0,0.0,46.0,71.0
Cabo Verde,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0
Thailand,1.0,2.0,1.0,35.0,0.0,3.0,1.0,0.0,0.0,1.0,4.0,50.0,2.0,4.0,0.0,40.0,0.0,2.0,0.0,0.0,14.0,2.0,123.0,5.0,0.0,55.0,4.0,19.0,0.0,4.0,2.0,0.0,9.0,0.0,0.0,2.0,0.0,23.0,4.0,1.0,9.0,1.0,1.0,0.0,23.0,10.0,9.0,0.0,16.0,4.0,1.0,0.0,36.0,6.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,2.0,0.0,1.0,36.0,0.0,100.0,3.0,4.0,0.0,0.0,0.0,9.0,7.0,2.0,3.0,3.0,4.0,0.0,48.0,0.0,0.0,0.0,14.0,4.0,2.0,14.0,23.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,9.0,8.0,0.0,3.0,3.0,0.0,4.0,0.0,1.0,24.0,1.0,16.0,1.0,0.0,2.0,0.0,37.0,52.0
Croatia,3.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,10.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,13.0,4.0,0.0,2.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,1.0,4.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,35.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
Papua New Guinea,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,115.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,4.0
Brazil,1.0,2.0,3.0,28.0,5.0,33.0,41.0,0.0,4.0,45.0,19.0,431.0,18.0,15.0,4.0,106.0,0.0,6.0,1.0,0.0,12.0,33.0,908.0,39.0,0.0,168.0,0.0,42.0,1.0,0.0,5.0,4.0,132.0,1.0,0.0,6.0,0.0,64.0,1.0,5.0,16.0,26.0,72.0,0.0,28.0,177.0,170.0,4.0,83.0,3.0,3.0,0.0,318.0,1.0,0.0,0.0,11.0,80.0,257.0,51.0,0.0,0.0,3.0,0.0,13.0,217.0,2.0,764.0,199.0,5.0,0.0,0.0,3.0,21.0,3.0,1.0,19.0,113.0,84.0,0.0,118.0,5.0,7.0,0.0,52.0,106.0,16.0,304.0,228.0,0.0,2.0,85.0,0.0,14.0,12.0,8.0,2.0,213.0,135.0,0.0,20.0,48.0,3.0,4.0,2.0,1.0,183.0,0.0,42.0,27.0,2.0,29.0,0.0,1065.0,1389.0
Italy,45.0,13.0,2.0,78.0,3.0,36.0,43.0,0.0,18.0,3.0,91.0,34.0,11.0,8.0,1.0,174.0,0.0,27.0,0.0,1.0,29.0,36.0,51.0,47.0,0.0,189.0,7.0,34.0,21.0,0.0,7.0,4.0,339.0,5.0,0.0,11.0,0.0,76.0,45.0,4.0,2.0,98.0,6.0,0.0,57.0,342.0,529.0,3.0,212.0,142.0,0.0,0.0,604.0,1.0,1.0,1.0,390.0,8.0,229.0,37.0,1.0,0.0,10.0,1.0,2.0,228.0,0.0,1349.0,874.0,15.0,0.0,0.0,27.0,146.0,1.0,127.0,157.0,42.0,222.0,2.0,26.0,30.0,7.0,0.0,50.0,509.0,5.0,365.0,174.0,5.0,228.0,9.0,3.0,1.0,12.0,59.0,0.0,217.0,54.0,24.0,40.0,43.0,0.0,57.0,3.0,2.0,134.0,0.0,43.0,49.0,0.0,142.0,0.0,22.0,98.0
Guernsey,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0
United States,6.0,123.0,5.0,181.0,47.0,164.0,70.0,1.0,55.0,46.0,236.0,114.0,153.0,137.0,63.0,2062.0,4.0,97.0,47.0,57.0,848.0,400.0,293.0,115.0,27.0,1551.0,14.0,827.0,94.0,1.0,184.0,51.0,1030.0,6.0,0.0,22.0,24.0,893.0,272.0,15.0,77.0,82.0,76.0,2.0,843.0,1514.0,1775.0,7.0,950.0,343.0,57.0,0.0,3233.0,9.0,3.0,21.0,298.0,18.0,196.0,22.0,27.0,3.0,204.0,3.0,177.0,574.0,21.0,2192.0,227.0,163.0,0.0,7.0,205.0,75.0,20.0,128.0,118.0,252.0,498.0,6.0,344.0,558.0,45.0,5.0,126.0,333.0,110.0,1027.0,963.0,30.0,49.0,19.0,1.0,105.0,45.0,256.0,1.0,673.0,249.0,227.0,164.0,146.0,3.0,23.0,36.0,0.0,500.0,4.0,206.0,231.0,4.0,235.0,2.0,192.0,1067.0
