,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Italy,41.0,13.0,1.0,52.0,13.0,32.0,43.0,1.0,7.0,23.0,93.0,151.0,24.0,10.0,2.0,98.0,1.0,23.0,0.0,5.0,27.0,43.0,187.0,55.0,0.0,247.0,15.0,43.0,33.0,0.0,7.0,13.0,764.0,1.0,0.0,16.0,0.0,157.0,42.0,2.0,9.0,106.0,1.0,0.0,74.0,308.0,446.0,5.0,187.0,83.0,0.0,0.0,151.0,2.0,1.0,1.0,231.0,26.0,155.0,26.0,5.0,0.0,30.0,2.0,13.0,126.0,6.0,1120.0,590.0,22.0,1.0,0.0,43.0,130.0,1.0,95.0,94.0,18.0,181.0,9.0,27.0,14.0,28.0,0.0,61.0,362.0,5.0,219.0,132.0,20.0,208.0,6.0,5.0,11.0,2.0,33.0,0.0,44.0,57.0,44.0,204.0,45.0,0.0,7.0,3.0,2.0,194.0,1.0,34.0,63.0,1.0,145.0,0.0,54.0,214.0
Spain,80.0,7.0,1.0,10.0,3.0,56.0,111.0,0.0,8.0,39.0,14.0,115.0,81.0,40.0,6.0,55.0,5.0,4.0,1.0,0.0,31.0,31.0,124.0,48.0,0.0,161.0,7.0,40.0,5.0,0.0,2.0,1.0,254.0,6.0,0.0,1.0,2.0,380.0,18.0,0.0,53.0,33.0,2.0,0.0,47.0,125.0,419.0,0.0,117.0,12.0,0.0,0.0,72.0,0.0,0.0,2.0,45.0,19.0,31.0,9.0,98.0,0.0,15.0,1.0,4.0,104.0,3.0,490.0,171.0,46.0,0.0,0.0,9.0,26.0,2.0,4.0,6.0,32.0,29.0,4.0,78.0,6.0,19.0,0.0,28.0,16.0,8.0,269.0,137.0,1.0,23.0,3.0,0.0,15.0,5.0,31.0,0.0,48.0,97.0,53.0,7.0,34.0,0.0,52.0,11.0,0.0,198.0,40.0,27.0,27.0,2.0,11.0,0.0,14.0,162.0
Egypt,1.0,0.0,0.0,100.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,5.0,22.0,0.0,2.0,0.0,0.0,1.0,1.0,26.0,183.0,0.0,36.0,0.0,148.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,6.0,0.0,133.0,1.0,2.0,1.0,3.0,0.0,0.0,6.0,17.0,104.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.0,35.0,1.0,2.0,0.0,0.0,1.0,24.0,3.0,3.0,1.0,0.0,67.0,7.0,21.0,0.0,0.0,0.0,3.0,10.0,0.0,40.0,3.0,0.0,0.0,15.0,0.0,2.0,0.0,1.0,0.0,16.0,7.0,1.0,0.0,0.0,13.0,3.0,0.0,0.0,35.0,0.0,7.0,78.0,2.0,2.0,0.0,9.0,4.0
United States,11.0,107.0,19.0,142.0,69.0,204.0,90.0,5.0,71.0,112.0,386.0,169.0,190.0,123.0,76.0,2578.0,1.0,105.0,83.0,21.0,1190.0,590.0,325.0,135.0,47.0,1867.0,15.0,1097.0,132.0,0.0,310.0,223.0,1155.0,9.0,0.0,29.0,49.0,744.0,269.0,27.0,112.0,101.0,65.0,4.0,1000.0,2138.0,2112.0,22.0,1299.0,451.0,70.0,1.0,2445.0,18.0,8.0,16.0,351.0,22.0,155.0,29.0,14.0,0.0,466.0,2.0,175.0,532.0,40.0,4705.0,201.0,219.0,3.0,10.0,120.0,125.0,23.0,200.0,177.0,214.0,374.0,12.0,455.0,854.0,51.0,13.0,178.0,428.0,115.0,1388.0,778.0,42.0,58.0,32.0,0.0,147.0,71.0,305.0,2.0,491.0,223.0,156.0,201.0,259.0,9.0,30.0,59.0,8.0,584.0,7.0,442.0,309.0,0.0,268.0,2.0,267.0,1312.0
Latvia,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,1.0,3.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,3.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Mauritania,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Peru,7.0,4.0,0.0,0.0,1.0,2.0,13.0,0.0,3.0,7.0,21.0,16.0,3.0,4.0,1.0,8.0,0.0,1.0,0.0,0.0,2.0,6.0,64.0,8.0,0.0,11.0,0.0,5.0,0.0,0.0,2.0,2.0,18.0,2.0,0.0,0.0,0.0,17.0,4.0,0.0,3.0,6.0,7.0,0.0,11.0,32.0,9.0,0.0,10.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,12.0,7.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,106.0,3.0,6.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,16.0,62.0,0.0,24.0,0.0,2.0,0.0,11.0,22.0,0.0,19.0,4.0,0.0,4.0,0.0,0.0,2.0,0.0,5.0,0.0,4.0,10.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,47.0,1.0,4.0,3.0,0.0,3.0,0.0,13.0,104.0
Croatia,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0
Ghana,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,2.0,41.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,16.0,2.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,26.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,12.0,0.0,3.0,0.0,1.0,0.0,6.0,5.0,0.0,13.0,3.0,0.0,1.0,7.0,0.0,2.0,5.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,17.0,9.0,0.0,0.0,3.0,15.0,2.0
Japan,7.0,4.0,0.0,25.0,2.0,24.0,1.0,5.0,17.0,5.0,2.0,4.0,3.0,17.0,2.0,100.0,0.0,5.0,0.0,0.0,109.0,7.0,27.0,14.0,0.0,110.0,2.0,34.0,40.0,0.0,6.0,0.0,76.0,0.0,0.0,5.0,77.0,179.0,5.0,3.0,5.0,11.0,1.0,0.0,12.0,32.0,37.0,2.0,32.0,10.0,0.0,0.0,144.0,12.0,3.0,53.0,1.0,0.0,168.0,0.0,1.0,0.0,3.0,0.0,6.0,56.0,27.0,252.0,17.0,1.0,0.0,0.0,2.0,18.0,0.0,6.0,25.0,21.0,10.0,0.0,26.0,4.0,0.0,1.0,4.0,91.0,18.0,58.0,19.0,1.0,0.0,1.0,0.0,1.0,12.0,6.0,0.0,60.0,14.0,32.0,2.0,4.0,1.0,0.0,2.0,0.0,42.0,2.0,9.0,3.0,0.0,2.0,0.0,7.0,54.0
